id,birthY,gender,nationality,label
2726,1622,1,清,行徹
906,1597,1,清,如岳覺無
608,1547,1,明,默菴定
970,1596,1,清,笑隱粲
10027,1612,1,清,天然定
15910,1404,1,明,道翼
16635,1706,1,清,陳道潛
1356,1635,1,清,義雲興胤
10274,1683,1,清,中和
10833,1704,1,清,密嚴
3894,1404,1,明,性空聞
9146,1591,1,清,德雲洪眾
3284,1621,1,清,等輝欽
9191,1637,1,清,別岸德超
16632,1706,1,清,顧萬峯
9387,1626,1,清,無染真蓮
16196,1571,1,明,元著
10095,1618,1,清,潛夫機峻
10236,1619,1,清,鑑俞堅
16581,1813,1,清,易堂俊
9726,1622,1,清,禹門宗
16543,1607,2,明,王氏
7058,1599,1,清,破笠懋
5220,1628,1,清,大涵
7267,1614,1,清,蘊荊行璧
1260,1620,1,清,智忍
3395,1630,1,明 清,嵩庵超正
2140,1404,1,明,大川洪
9797,1609,1,清,玉屏野雲
748,1593,1,清,御之大龍
8448,1618,1,清,玉巖全弘
16315,1618,1,明,康際明
7243,1599,1,清,一源聞
1350,1499,1,明,明休
8887,1593,1,清,桂巖嵩
10343,1693,1,清,惟章顯然
1144,1596,1,清,慧聞定
14771,1623,1,清,陸德敷
3173,1601,1,明 清,中輿範
15909,1404,1,明,佛炤
953,1596,1,清,爐雪慧
8169,1665,1,清,憨幢惺
3463,1614,1,清,貫如道束
8786,1627,1,清,南虞備
7209,1585,1,清,庭柏觀
2449,1594,1,清,雲中龍
8727,1594,1,清,魯衡言
9668,1601,1,清,文朗郁
10642,1819,1,清,一誠
1986,1600,1,清,慧燈紹
10079,1634,1,清,復樸鍊
9041,1613,1,清,含白徹
4095,1424,1,明,南宗勝
8931,1636,1,清,孚尹峻
10125,1603,1,清,崇鑑晟
16468,1705,1,清,李芳榕
9748,1612,1,清,又新銘
7363,1612,1,清,世高本則
8717,1602,1,清,超尚
3264,1601,1,明 清,道白
10490,1733,1,清,靜海印徹
6824,1597,1,清,九彥印歷
6826,1597,1,清,呂大器
1033,1594,1,清,僧幢建
189,1626,1,清,信菴
3473,1614,1,清,瞿諳寂弘
50,1611,1,清,普悅方醒
5227,1624,1,清,超乘
16302,1612,2,明,賀氏
10387,1580,1,明,馬一騰
3651,1570,1,明,仲光
9078,1596,1,清,佛髻頂
9115,1608,1,清,天山本定
8064,1584,1,清,獅吼淨振
3168,1600,1,明 清,正志
8379,1624,1,清,獨耀曜
249,1610,1,明 清,淨訥
8721,1594,1,清,山愚志
9998,1671,1,清,佛泉安
9879,1660,1,清,雲光照果
9817,1612,2,清,蓮花可度
16181,1600,1,明,蘇道者
1786,1600,1,清,轉凡禧
1632,1593,1,清,行雪
1687,1600,1,清,聖可凡
9687,1593,1,清,機先悟
6955,1619,1,清,虗峨大照
10593,1573,1,清,恒觀
3208,1608,1,明 清,佛海雲
3267,1604,1,清,行藏
1400,1630,1,清,牧庵念
9983,1614,2,清,實祥
1068,1593,1,清,履冰汶
14927,1547,1,明,王士性
3424,1637,1,明 清,福度
3343,1681,1,清,祥暉
16824,1586,1,明,陳秋清
1167,1615,1,清,智玹
9156,1626,1,清,德璨
1670,1600,1,清,巢山至
2384,1661,1,清,玉峯
8410,1424,1,明,慧空智
6,1729,1,清,了貞
4491,1602,1,清,僧廣
7385,1405,1,明,大雲興
2423,1605,1,清,可雲果霽
16513,1604,1,明,孫尚志
9635,1619,1,清,眉劍如
9418,1627,1,清,興宣聖義
16732,1472,1,明,傅中貴
7151,1593,1,清,天則琛
10089,1632,1,清,法界甄
8013,1637,1,清,道權高
3222,1596,1,清,古泉清
