id,birthY,gender,nationality,label
12858,547,1,隋,明舜
14397,718,1,唐,惠普
12250,456,1,南梁,呂僧智
12990,554,1,唐,道宗
12455,508,1,隋,陳暄
14542,704,1,唐,道澄
5420,746,1,唐,緣會
13826,684,1,唐,高力士
14173,617,1,唐,院朗
11458,590,1,隋,滿胄王
1826,643,1,唐,僧頵
11890,442,1,南齊,沈文季
7741,755,1,唐,京兆義宗
583,767,1,唐,義玄
1114,586,1,唐,智則
5596,725,1,唐,藏樞
13866,734,1,唐,智慧
11356,380,1,劉宋,超進
12345,540,1,隋,薛道衡
14054,706,1,唐,喬琳
13150,562,1,隋,本濟
5415,746,1,唐,義明
13952,739,1,唐,李復
1596,534,1,唐,波羅奢羅
817,711,1,唐,李亨
11392,435,1,劉宋,慧安
2329,640,1,唐,破竈墮
14690,613,1,唐,武攸暨
16102,780,1,唐,戴氏
11169,487,1,唐,曇曠
11860,407,1,劉宋,道流
13991,683,2,唐,王媼
1159,530,1,隋,普安
12305,746,1,唐,嚴綬
14192,684,1,唐,李憕
775,718,1,唐,法詵
13214,574,1,唐,慧斌
11758,312,1,東晉,盧循
12701,580,1,隋,蕭子寶
14618,656,1,唐,沈佺期
15183,412,1,南齊,淨練
1950,658,1,唐,慧初
14862,630,2,唐,城陽公主
14170,711,1,唐,李揆
11131,711,1,唐,道液
12645,533,1,隋,普光
11759,334,1,東晉,盧瑕
3827,793,1,唐,圓明
14279,776,1,唐,李景讓
14988,746,1,唐,盧來卿
12307,420,1,南梁,僧朗
14505,774,1,唐,如玢
7794,778,1,五代十國,茗萍和尚
1535,708,1,唐,行覺
12780,584,1,隋,楊昭
12782,540,1,隋,智閏
12845,558,1,隋,慧達
15090,352,1,東晉,劉雍
11648,408,1,劉宋,張暢
11767,349,1,東晉,王恭
12681,543,1,隋,童真
14268,786,1,唐,契元
11998,288,1,東晉,僧慧
8427,709,1,唐,惠雲
11515,650,1,唐,李邕
6633,638,1,唐,西京咸空
12106,414,1,劉宋,張岱
178,569,1,唐,法礪
5593,741,1,唐,會通
11662,303,1,東晉,殷浩
1029,548,1,唐,曇元
12276,554,1,陳,陳伯宗
12252,675,2,唐,夏侯氏
564,354,1,東晉,法等
14548,733,1,唐,姜公輔
2331,644,1,唐,仁素
8418,720,1,唐,神行
13152,562,1,唐,道樹
3432,586,1,唐,靈辨
15214,418,1,劉宋,毘佉羅
11704,314,1,東晉,盧歆
11852,358,1,劉宋,道禕
7844,709,1,唐,乾元暉
13035,567,1,唐,德遜
15310,746,1,唐,韋弇
3956,732,1,唐,馬頰本空
2470,746,1,唐,守素
2096,668,1,唐,神積
14968,653,1,唐,源乾曜
3890,745,1,唐,道常
7804,709,1,唐,京兆草堂
12929,553,1,隋,圓安
13264,565,1,唐,僧倫
12469,565,1,隋,王弘
15126,475,1,南齊,陸遵
5426,746,1,唐,文苑
11497,652,1,唐,玄傘
8243,776,1,唐,洛京復儼
15197,412,1,南齊,曇整
1985,736,1,唐,釋智藏
1080,600,1,唐,寶月
1605,617,1,唐,釋順璟
11309,331,1,東晉,竺僧輔
11813,319,1,劉宋,戴勃
12966,576,1,唐,法護
11501,662,1,唐,李旦
13476,524,1,隋,偲
15311,753,1,唐,王叔文
14912,707,1,唐,獨孤問俗
2539,707,1,唐,辯真
5409,705,1,唐,覺超
3797,780,1,唐,鹿苑
2107,668,1,唐,懷彥
11502,662,1,唐,達磨末磨
14700,634,1,唐,賀跋玄濟
12063,435,1,南齊,桑偃
11538,281,1,東晉,謝鯤
11064,533,1,隋,法經
13237,551,1,唐,昌
11806,358,1,劉宋,法朗
2544,703,1,唐,謙著
14740,658,1,唐,抱玉
14979,746,1,唐,范傳正
11892,403,1,劉宋,劉義恭
5542,648,1,唐,陳楚章
14407,677,1,隋,張恒
11909,456,1,劉宋,劉子鸞
7758,709,1,唐,雲水和尚
13920,662,1,唐,承禮
14929,717,1,唐,王圓
15305,725,1,唐,盧杞
14445,640,1,唐,胡元禮
14981,737,1,唐,慕容興
398,680,1,唐,慧日
15077,372,1,劉宋,慧鎧
13069,521,1,陳,蕭濟
11712,324,1,東晉,楊弘忠
1864,703,1,唐,明瓚
2489,697,1,唐,慧敏
11113,641,1,唐,復禮
5561,683,1,唐,大智
13994,773,1,唐,李渤
13078,520,1,隋,曇詢
12493,576,1,唐,玄謨
12854,554,1,隋,道撫
11978,481,1,南梁,張孝秀
15216,415,2,南梁,僧念
7754,768,1,唐,祇林和尚
11415,412,1,南齊,志道
14244,747,1,唐,李胄
11903,400,1,劉宋,智興
12327,523,1,陳,堅
13155,547,1,唐,法應
12064,476,1,南梁,蕭恢
15388,597,1,唐,佛手王
2166,708,1,唐,齊翰
11498,651,1,唐,利貞
15437,697,1,唐,李瑛
7634,775,1,唐,幽州超
2441,651,1,唐,神慥
2498,770,1,唐,全亮
14506,757,1,唐,如辯
15256,432,2,南梁,僧述
11833,423,1,劉宋,蕭惠開
7759,746,1,唐,廣濟
13801,703,1,唐,安祿山
13298,520,1,隋,慧峙
7735,760,1,唐,華州道圓
12554,476,1,南梁,慧澄
12932,571,1,唐,慧本
11941,429,1,南齊,法度
12706,594,1,隋,道勝
12511,572,1,唐,李仲卿
5515,643,1,唐,慎徽
2549,723,1,唐,洪思
3807,720,1,唐,常觀
7847,709,1,唐,荊南寶貞
11339,343,1,劉宋,曇鑒
6605,776,1,唐,鎮州常一
1854,662,1,唐,有沛
7674,771,1,唐,越州光相
3844,709,1,唐,智堅
12851,541,1,隋,辯義
677,768,1,唐,韓愈
14211,755,1,唐,崇珪
12101,449,1,劉宋,劉子業
15149,418,2,南齊,僧猛
12787,538,1,南梁,謝峻岳
5502,605,1,唐,遍淨
11976,449,1,南梁,謝舉
2477,685,1,唐,普賢
11879,384,1,南齊,褚澄
13859,663,1,唐,阿史那獻
14278,736,1,唐,法恒
507,636,1,唐,文綱
11382,250,1,東晉,竺佛調
13117,515,1,隋,慧
14354,703,1,唐,元載
13959,750,1,唐,王承宗
11816,354,1,劉宋,僧願
14236,718,1,唐,僧崇
13357,593,1,唐,江
14282,780,1,唐,崔公
6601,701,1,唐,常州義興
2547,727,1,唐,智明
13538,508,1,唐,長藏師
14631,703,1,唐,湛一
12150,519,1,陳,江總
11411,367,1,劉宋,僧業
11413,400,1,劉宋,僧隱
14529,729,1,唐,超證
16828,640,1,唐,神英
12846,558,1,隋,法達
11009,598,1,唐,元康
12758,541,1,南梁,頴
1993,715,1,唐,智嚴
2566,638,1,唐,法如
5499,658,1,唐,道播
5601,600,1,唐,鏡潭
2368,697,1,唐,懷空
581,709,1,唐,馬祖道一
3875,748,1,唐,雲際
2493,684,1,唐,法興
5513,645,1,唐,慧隱
12974,559,1,唐,巖
340,746,1,唐,義操
13111,510,1,隋,慧越
12054,394,1,南齊,劉景蕤
1977,777,1,唐,契真
2499,770,1,唐,唯約
15283,624,1,唐,張廷珪
13644,565,1,隋,法稱
13918,662,1,唐,神暕
452,771,1,唐,靈祐 
5568,731,1,唐,元徽
